ref_area,source,indicator,classif1,classif2,time,obs_value,obs_status,note_classif,note_indicator,note_source
ESP,BA:246,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2024,4350.676,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,4242.109,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,4204.166,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,4099.934,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2020,3995.601,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2019,4047.532,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,3917.828,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2017,3772.008,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2016,3611.763,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2015,3627.868,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,3328.472,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,3448.028,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2012,3638.241,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2011,3947.682,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2010,4342.359,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2009,4678.672,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2008,5654.034,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2007,5991.052,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2006,5829.082,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2005,5679.57,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2004,5442.931,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2003,5351.4,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2002,5204.268,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2001,5057.614,,,,R1:3513
ESP,BA:2244,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2000,4759.92,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,191.606,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,194.794,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,189.86,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2020,192.2,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2019,194.532,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,197.992,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2017,195.455,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2016,192.465,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2015,197.481,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,188.135,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,187.905,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2012,191.107,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2011,195.504,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2010,171.947,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2009,186.433,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2008,230.94,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2007,230.8,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2006,218.447,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2005,209.596,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2004,205.116,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2003,183.034,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2002,175.356,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2001,196.519,,,,R1:3513
EST,BA:42,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2000,205.062,,,,R1:3513
ETH,BA:1126,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,2336.503,,,,R1:3513
ETH,BA:1126,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,2984.858,,,,R1:3513
ETH,BA:1126,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2005,1968.085,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,561.272,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,548.307,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,560.75,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2020,532.928,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2019,554.946,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,556.468,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2017,539.126,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2016,544.065,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2015,513.38,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,559.308,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,546.332,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2012,559.77,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2011,571.45,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2010,586.458,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2009,573.047,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2008,634.165,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2007,650.455,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2006,631.22,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2005,626.256,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2004,619.301,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2003,638.288,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2002,651.781,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2001,648.749,,,,R1:3513
FIN,BA:2486,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2000,660.136,,,,R1:3513
FJI,BA:1135,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2016,46.357,,,,R1:3513
FJI,BA:1135,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,45.186,,,,
FJI,BA:1135,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2011,50.769,,,,R1:3513
FJI,BA:1135,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2005,65.561,B,,I11:264,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,5453.964,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,5389.376,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,5294.147,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2020,5315.216,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2019,5451.185,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,5388.905,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2017,5404.327,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2016,5325.104,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2015,5317.426,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,5360.736,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,5449.387,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2012,5588.412,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2011,5682.501,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2010,5695.422,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2009,5787.393,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2008,5991.387,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2007,5869.035,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2006,5900.541,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2005,5817.131,B,,I11:264,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2004,5941.432,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2003,5894.095,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2002,6065.175,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2001,6162.874,,,,R1:3513
FRA,BA:148,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2000,6072.914,,,,R1:3513
FSM,BB:14055,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,2.202,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2024,5373.493,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,5244.264,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,5448.432,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,5435.943,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2020,5595.044,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2019,5705.804,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,5831.836,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2017,5803.955,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2016,5748.205,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2015,5785.853,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,4342.087,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,5522.934,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2012,5597.423,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2011,5584.179,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2010,5566.389,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2009,5669.835,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2008,6312.808,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2007,6488.018,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2006,6401.695,,,,R1:3513
GBR,BA:666,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2005,6377.202,B,,I11:264,R1:3513
GBR,BA:2247,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2004,6295.115,,,,R1:3513
GBR,BA:2247,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2003,6533.571,,,,R1:3513
GBR,BA:2247,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2002,6616.861,,,,R1:3513
GBR,BA:2247,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2001,6765.179,,,,R1:3513
GBR,BA:2247,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2000,6843.934,,,,R1:3513
GEO,BA:13950,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2020,226.619,B,,I11:264,R1:3513
GEO,BA:13950,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2019,240.964,,,,R1:3513
GEO,BA:13950,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,243.856,,,,R1:3513
GEO,BA:13950,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2017,224.745,,,,R1:3513
GEO,BX:180,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2016,203.889,,,,R1:3513
GEO,BX:180,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2015,190.222,,,,R1:3513
GEO,BX:180,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,187.532,,,,R1:3513
GEO,BX:180,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,176.95,,,,R1:3513
GEO,BX:180,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2012,178.926,,,,R1:3513
GEO,BX:180,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2011,179.248,,,,R1:3513
GEO,BX:180,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2010,172.377,,,,R1:3513
GEO,BX:180,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2009,164.497,B,,I11:264,R1:3513
GHA,BB:16203,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,2045.376,,,,R1:3513
GHA,AA:1162,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,1594.09,,,,R1:3513
GHA,BB:3078,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2017,2105.684,B,,I11:264,R1:3513
GHA,BA:1163,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2015,1652.221,B,,I11:264,R1:3513
GHA,BB:3078,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,1685.365,B,,I11:264,R1:3513
GHA,AA:1162,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2010,1554.88,,,,R1:3513
GHA,BB:3078,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2006,1295.779,B,,I11:264,R1:3513
GHA,AA:1162,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2000,1153.46,,,,R1:3513
GIN,AA:14067,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,459.22,,,,R1:3513_S14:4147
GMB,BA:7014,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,115.888,,,,R1:3513
GMB,BA:7014,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,56.287,B,,I11:264,R1:3513
GMB,BA:7014,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2012,83.998,B,,I11:264,R1:3513
GNB,BB:15952,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,68.345,,,,R1:3513
GNB,BA:15635,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,37.926,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2024,698.9,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,668.523,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,643.499,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,600.078,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2020,537.144,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2019,542.4,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,533.079,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2017,577.575,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2016,559.29,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2015,538.825,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2014,528.997,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2013,545.59,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2012,609.854,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2011,716.425,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2010,858.75,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2009,961.686,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2008,1023.937,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2007,1023.685,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2006,996.686,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2005,989.678,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2004,976.644,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2003,980.606,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2002,969.79,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2001,963.895,,,,R1:3513
GRC,BA:317,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2000,927.088,,,,R1:3513
GRD,BA:1193,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,7.133,,,,R1:3513
GRD,BA:1193,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2021,20.054,,,,R1:3513
GRD,BA:1193,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2020,7.753,,,,R1:3513
GRD,BA:1193,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2019,38.717,,,,R1:3513
GRD,BA:1193,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2018,10.02,,,,R1:3513
GTM,BB:16732,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2023,1754.787,,,,R1:3513
GTM,BA:660,EMP_TEMP_ECO_OCU_NB,ECO_SECTOR_IND,OCU_SKILL_TOTAL,2022,1527.227,,,T5:1429,R1:3513
